,Article,Sentiment
11,"Lucy McBath participates on day one of the inaugural Politicon, a non-partisan, Comic-Con style event for politics and entertainment, in 2015 in Los Angeles.Brian Cahn/ZUMA",1
12,"Pablo Martinez Monsivais/AP Photo
In Orlando this afternoon, President Obama and Vice President Joe Biden met with victims’ families and survivors of the massacre at the Pulse LGBT nightclub that claimed the lives of 49 people just days ago.Obama spoke about an increasingly urgent need for gun control legislation, saying “we need to work across political lines to do more to stop killers who want to terrorize us.”“The last two terrorist attacks on our soil—Orlando and San Bernardino—were homegrown,” he said. “Our politics have conspired to make it as easy as possible for a terrorist or just a disturbed individual…to buy extraordinarily powerful weapons…legally.”He insisted that the debate surrounding gun control needs to change, and called on the House and Senate to “rise to the moment and do the right thing” and pass legislation to curb access to weapons like the AR-15. “For so many [LGBT] people, the Pulse has been a safe haven…and on Sunday morning, that sanctuary was violated in the worst way possible,” Obama said. “Americans were targeted because we’re a country that’s learned to welcome everyone, no matter who you are or who you love.”Watch his remarks in full below:WATCH: President Obama’s full remarks after meeting with #Orlando shooting survivors and families of victims. https://t.co/qkyc0gPb3N	— ABC News (@ABC) June 16, 2016 ",1
13,"Yin Bogu/ZumaIt didn’t take long after the massacre in Orlando for the conversation to turn to gun control, especially considering the shooter allegedly used a weapon of war that he purchased legally just days before his attack on the gay nightclub.Is the worst mass shooting in history enough to finally move the needle on the gun control conversation? Time will tell. But an interesting perspective on the question comes via the team over at Google Trends, who have been crunching the search giant’s internal numbers on searches related to guns. Take a look how searches—represented on the maps below as ranked search terms within Google—have evolved over the last year, and even in the wake of the Orlando massacre.Here’s the 2015 average for the search terms “Gun control” and “Gun shop,” with each state colored by whichever term had a higher average search rank:You can see that “Gun shop” was the higher search term in most states in 2015, but that was starting to change in 2016. Take a look: But that’s changed in a big way since Orlando, where searches for “Gun control” dominate in every state except Kentucky:The “gun control” search term might have had a bounce post-Orlando since it’s a natural topic of conversation and one of the major news topics over the last few days and it is unclear whether a massacre of 49 mostly LGBTQ innocent people has inspired the population to take gun control more seriously. But maybe something is changing. Google Trends also looked at the same type of search traffic in the wake of other mass shootings, including after Oregon, Virginia, and Charleston. In those cases, search traffic for “Gun control” spiked only after Oregon: ",1
14,"In the wake of the worst mass shooting in US history, Jimmy Kimmel on Monday delivered a scathing monologue calling out congressional lawmakers who send their prayers instead of working for increased gun control measures. The Las Vegas native specifically called out President Trump and Republican leaders Mitch McConnell and Paul Ryan for failing to act “because the NRA has their balls in a money clip.”“The Senate majority leader, Mitch McConnell, the speaker of the House, Paul Ryan, a number of other lawmakers who won’t do anything about this because the NRA has their balls in a money clip, also sent their thoughts and their prayers today—which is good,” Kimmel said.“They should be praying,” he continued. “They should be praying for God to forgive them for letting the gun lobby run this country because it is so crazy.”Kimmel also showed the images of senators who just days after the Orlando shooting in June 2016 voted against a bill that would have closed certain gun sale loopholes. “These are the 56 senators who didn’t want to do anything about that,” he said.The powerful plea comes on the heels of similar emotional speeches from Kimmel over Republican attempts to repeal the Affordable Care Act.",1
15,"Houston Police Chief Art Acevedo at the March for Our Lives on March 24.David J. Phillip/APThe evening after a gunman killed 10 people at a high school in Santa Fe, Texas, Houston police chief Art Acevedo took to Facebook to write an impassioned plea for gun control, writing that he had hit “rock bottom” after the massacre.“I spent the day dealing with another mass shooting of children,” Acevedo wrote in his post. “I know some have strong feelings about gun rights…I am not interested in your views as it pertains to this issue.”The Santa Fe High School shooting, 35 miles outside of Houston, is far from the first mass shooting to affect Texas cities in the past few years. Six months ago, 26 people were killed at the Texas First Baptist Church in Sutherland Springs, Texas. And in 2016, a gunman killed 5 police officers in Dallas. At least 99 people have died in 8 mass shootings in the state since 1984.Acevedo has called for stronger gun measures before, and on March 24 he joined in Houston’s March for Our Lives, one of many marches across the country spearheaded by teen survivors of the February shooting at Marjory Stoneman Douglas High School in Florida.Here is his full Facebook post:To all my Facebook friends. Today I spent the day dealing with another mass shooting of children and a responding police officer who is clinging to life. I’m not ashamed to admit I’ve shed tears of sadness, pain and anger.I know some have strong feelings about gun rights but I want you to know I’ve hit rock bottom and I am not interested in your views as it pertains to this issue. Please do not post anything about guns aren’t the problem and there’s little we can do. My feelings won’t be hurt if you de-friend me and I hope yours won’t be if you decide to post about your views and I de-friend you.I have never accepted the status-quo in anything I do and I’ve never accepted defeat. And I won’t do it now. I will continue to speak up and will stand up for what my heart and my God commands me to do, and I assure you he hasn’t instructed me to believe that gun-rights are bestowed by him.The hatred being spewed in our country and the new norms we, so-called people of faith are accepting, is as much to blame for so much of the violence in our once pragmatic Nation.This isn’t a time for prayers, and study and Inaction, it’s a time for prayers, action and the asking of God’s forgiveness for our inaction (especially the elected officials that ran to the cameras today, acted in a solemn manner, called for prayers, and will once again do absolutely nothing).I close by saying, I wish those that move on from this page the best. May God Bless you and keep you.",1
16,"A protester at a gun rights rally in Olympia, Washington, in JanuaryElaine Thompson/AP
Even as the National Rifle Association celebrates Donald Trump’s victory, gun control advocates have something to smile about today. Of the four gun-related measures on state ballots this year, three passed.The only gun-related ballot measure not to win, Question 3 asked voters whether background checks should be required for private gun sales. If neither the buyer nor the seller is a licensed gun dealer, they’d have to go to a licensed dealer who would run a background check. The measure would have also required a background check for loaning guns, with exceptions for gun transfers between family members, emergency self-defense, and temporary transfers for hunting and sport shooting. Supporters, including Maine Moms Demand Action for Gun Sense Fund and Mainers for Responsible Gun Ownership Fund, have spent $5.2 million to get the measure passed. Approximately $1 million was spent against it, the vast majority by the National Rifle Association’s Institute for Legislative Action.Prop 63 passed easily, garnering 63 percent of the vote. It will ban certain types of semi-automatic assault rifles, require background checks for ammunition sales, outlaw magazines that carry more than 10 bullets, create a system for confiscating guns from felons, and require gun owners to report lost or stolen firearms. Major components of the initiative already became law earlier this year, and gun rights groups say they will challenge the overlapping laws in court. Opponents spent nearly $1 million against the measure to the nearly $4.5 million spent by supporters.Similar to Maine’s ballot initiative, Question 1 will require most gun sales, including private sales, to be subject to a background check. However, it narrowly passed by less than 10,000 votes. The same exemptions that Maine allows also apply here. Supporters spent more than $18 million and received significant financial backing from Everytown For Gun Safety. The NRA Nevadans for Gun Freedom and Nevadans for State Gun Rights spent nearly $6.5 million to sink the initiative. The NRA stuck to its usual script in opposing the measure, writing, “Question 1 does nothing to prevent criminals from obtaining firearms.”Initiative 1491 allows family, household members, and police to petition a judge to temporarily prohibit a person’s access to guns if that person is found to be a risk to himself or others. Petitions for an “extreme risk protection order” will last one year. Those under order can request a hearing to argue against the order. The NRA opposed the measure, saying that “if a person is truly dangerous, existing law already provides a variety of mechanisms to deal with the individual.” Nonetheless, it passed with 71 percent of the vote.",1
17,"
On Monday, the Senate failed to move forward two gun control measures aimed at expanding background checks and blocking individuals listed on terrorist watch lists from obtaining weapons. This outcome was widely expected, even after a 15-hour marathon filibuster staged by Senate Democrats urging their fellow lawmakers to act on gun control in the wake of the worst mass shooting in American history.As Samantha Bee noted on the latest Full Frontal on Monday, Republicans including “rodent-faced soup sponge” Sen. Ted Cruz, have dismissed calls for increased gun control since the Orlando mass shooting as nothing more than a political game and political correctness staged by Democrats. Much of this, as Bee explained, is the result of the strong grip the National Rifle Association has on Republican lawmakers. Watch above as she slams the GOP, or as Bee calls the party “puppets of the NRA,” in the segment above.",1
18,"ABC NewsFive students from Marjory Stoneman Douglas High School in Parkland, Florida, made their way through all the major morning talks shows Sunday, appearing on NBC, ABC, CBS, Fox, and CNN. They announced nationwide marches for gun control next month and ripped politicians, including President Donald Trump, who benefit from the National Rifle Association’s political spending while refusing to act to strengthen gun laws.“Now is the time to get on the right side of this,” Emma Gonzalez, one of the students, said on NBC’s Meet the Press. “Because this is not something we are going to be let [you] sweep under the carpet.” Gonzalez said she was speaking directly to Trump, Florida Gov. Rick Scott (R), Florida Sen. Marco Rubio (R), and other lawmakers who have benefited from pro-gun money.“These people who are being funded by the NRA are not going to be allowed to remain in office when midterm elections roll around,” she said. “They are going to be voted out of office.”Gonzalez, Cameron Kasky, David Hogg, Alex Wind, and Jaclyn Corin are among the survivors of the shooting that killed 17 people at the high school on Wednesday. They drew praise from network and cable news hosts as they offered pointed advice for lawmakers and older Americans.On Sunday afternoon, the White House announced that Trump will hold what it called a listening session on gun violence with high school students this coming Wednesday. The White House did not say which students Trump would meet with or if he would speak with the students organizing the marches. Some Stoneman Douglas students and parents have said they don’t want to meet with Trump, the Daily Beast reported Friday.“We are losing our lives while the adults are playing around,” Kasky said on CNN’s State of the Union.“This is about us begging for our lives,” Kasky said. “This isn’t about the GOP. This isn’t about the Democrats. This is about us creating a badge of shame for any politicians accepting money from the NRA and using us as collateral.”The students said they are planning are series of demonstrations called “March for Our Lives” that will take place around the country on March 24. It will include a rally in Washington. Other students are planning a nationwide school walkout on April  20—the 19th anniversary of the school shooting at Columbine High School in Colorado—to highlight lawmakers’ failure to address the problem.“We are going to be the kids you read about in textbooks,” Gonzalez said during a speech at a rally on Saturday. “Not because we’re going to be another statistic about mass shooting in America, but because…we are going to be the last mass shooting.”Other students from the school on Sunday criticized Trump for a tweet in which he blamed the the ongoing Russia probe for the FBI’s failure to act on warnings about the alleged gunman. Trump’s tweet drew widespread condemnation.",1
19,"Semi-automatic rifles line the walls of a gun shop in Lynnwood, Washington.Elaine Thompson/APThe day after a new poll revealed that 95 percent of American voters support universal background checks for gun purchases—a record high—a bi-partisan group of lawmakers introduced legislation to improve the federal background check system.The measure would not mandate a background check for every gun sale. The “compromise” legislation, as the senators put it, would instead focus on requiring state and federal agencies to do a better job of entering criminal history records into the National Instant Criminal Background Check System (NICS), as is already required by law. The Fix NICS Act would penalize federal agencies that fail to properly input records and incentivize states to improve their overall reporting.The group of seven senators sponsoring the bill is led by Sen. John Cornyn (R-TX), who has an A+ rating from the NRA, and includes four Republicans and three Democrats—Sens. Chris Murphy (D-CT), Dianne Feinstein (D-CA), and Richard Blumenthal (D-CT), all prominent gun safety advocates.“It’s no secret that I believe much more needs to be done,” Sen. Murphy said in a statement on Thursday. “But this bill will make sure that thousands of dangerous people are prevented from buying guns. It represents the strongest update to the background checks system in a decade, and provides the foundation for more compromise in the future.”The bill was inspired by an apparent loophole that came to light in the wake of the tragic mass shooting at a baptist church in Sutherland Springs, Texas, that left 26 dead earlier this month. The shooter had a history of domestic abuse; as a member of the Air Force, he’d been court-martialed for two charges of domestic assault, sentenced to 12 months of confinement, and was kicked out of the military in 2014 with a Bad Conduct Discharge. Technically, his crimes prevented him from legally buying a gun, but the Air Force never submitted the criminal records for the the NICS database, allowing him to pass a background check and purchase a gun. It’s unclear how frequently this occurs, but the Trace found that it may be a much wider problem than this isolated incident.“Mass murderers in Sutherland Springs, Charleston, and Blacksburg were legally prohibited from accessing firearms, but gaps in NICS allowed each of them to walk out of a gun store with the weapons used to commit their crimes,” said Sen. Blumenthal. He told the New York Times, “It may seem to many like a baby step, but a journey of a thousand miles begins with a single step, and this one could well be important in breaking the ice of complicity that has paralyzed Congress.”This isn’t the first time that lawmakers have introduced a law to force federal agencies to better comply with existing gun-control laws. In 2007, the House voted to close a loophole that allowed the Virginia Tech gunman to purchase weapons despite having been committed to a mental hospital. It provided grant money for states to update the background checks database, adding more criminal records and mental health information, and was similarly viewed as a compromise bill between lawmakers with opposing political views. A co-sponsor, Rep. Lamar Smith (R-TX), said at the time, “This act will ensure that the background check system really is instant and accurate.” There has been improvement in reporting on both criminal backgrounds and mental health since then, but ten years and several mass shootings later shows there is still much to be done.",1
20,"Gerrymandering activists gather outside the Supreme Court in March. Bill Clark/CQ Roll Call via APThe Supreme Court dealt a big blow Monday to efforts to combat racial gerrymandering, approving Texas’ GOP-drawn political maps that had previously been found to discriminate intentionally against minority voters. In a 5-4 ruling, the court upheld the state’s congressional and legislative maps, with the exception of the map of one state legislative district, which the court struck down for reducing the voting power of minority groups. The court’s decision overturns the findings of the federal district court in Texas, which had found not only that the Legislature had discriminated against minorities in drawing certain districts, but also that the discrimination was an intentional effort to “ensure Anglo control.” But the court’s conservative majority disagreed, reversing the district court’s finding of intentional discrimination.Justice Sonia Sotomoyor issued a blistering dissent, joined by the other liberal justices. This decision “comes at serious costs to our democracy,” she wrote. “It means that, after years of litigation and undeniable proof of intentional discrimination, minority voters in Texas—despite constituting a majority of the population within the State—will continue to be underrepresented in the political process.” The Texas case presented a quandary for the Supreme Court. In 2013, the court gutted the 1965 Voting Rights Act, eliminating the ability of the federal government to block state and local election laws that discriminated against minorities. In that case, Chief Justice John Roberts argued that the country had changed, and that the racism that had pervaded election practices since the civil rights movement had dissipated. Texas challenged that narrative. The state has lost nine racial discrimination voting cases since 2011, with multiple judges finding that the discrimination was intentional—including in the political maps at issue in this case.The court’s decision Monday is in keeping with its 2013 ruling. Sotomayor wrote in her dissent that the majority “blinds itself to the overwhelming factual record…to allow Texas to use electoral maps that, in design and effect, burden the rights of minority voters.”This latest battle over Texas’ political maps began shortly after the last redistricting period following the 2010 census. Texas’ population had ballooned over the previous decade due to the state’s rapidly expanding minority population, and nearly 90 percent of Texas’ 4.3 million new residents were Latino or African American. As the fastest-growing state, Texas received four new congressional districts. But when the Republican-controlled Legislature drew political maps the following year, it created four new districts that were largely controlled by white voters. Latino and African American rights groups sued over the new maps.A federal court blocked the 2011 maps and hastily put in place a tweaked version ahead of the 2012 elections for Congress and the state Legislature. These maps were intended to be temporary. But as soon as the Supreme Court gutted the Voting Rights Act in 2013, Texas Republicans simply passed these temporary maps as the state’s new permanent maps. Minority rights groups, including the Texas branch of the NAACP and the Mexican American Legislative Caucus, challenged these maps, arguing that they retained the bias of the blocked 2011 maps they were based on. Last year, a district court in San Antonio agreed, finding in two separate rulings that the 2011 and 2013 maps intentionally discriminated by weakening the voting power of black and Latino voters.Conservative justice Samuel Alito wrote the opinion for the majority in Monday’s ruling. In upholding Texas’ maps, he found fault in the district court’s analysis. “Whenever a challenger claims that a state law was enacted with discriminatory intent, the burden of proof lies with the challenger, not the State,” he wrote. “In redistricting cases, the ‘good faith of [the] state legislature must be presumed.'”  The court’s ruling will allow the Republican-drawn maps to remain in place through the 2020 elections, until the next round of redistricting takes place following the census that year. But even then, it could shape the next decade’s maps: The court’s ruling will likely be seen as an open invitation for Republicans to continue to weaken the voting power of minority, Democratic-leaning voters in Texas and across the country. ",1
21,"Brian Cahn/ZUMAPresident Donald Trump on Monday falsely accused Rep. Maxine Waters (D-Calif.) of attempting to incite violence against his supporters, warning the California lawmaker to “be careful what you wish for.” He also viciously branded Waters as being an “extremely low IQ person.”Congresswoman Maxine Waters, an extraordinarily low IQ person, has become, together with Nancy Pelosi, the Face of the Democrat Party. She has just called for harm to supporters, of which there are many, of the Make America Great Again movement. Be careful what you wish for Max!— Donald J. Trump (@realDonaldTrump) June 25, 2018The president’s tweet is a blatant misrepresentation of Waters’ actual comments, in which she recently urged Democrats to confront Trump administration officials in public with words of protest, not violence. “Let’s make sure we show up wherever we have to show up,” Waters said at a rally in Los Angeles Saturday. “And if you see anybody from that Cabinet in a restaurant, in a department store, at a gasoline station, you get out and you create a crowd.”“Tell them they’re not welcome anymore, anywhere,” she said, before speaking out against Trump’s immigration policy separating migrant children from their parents.Conservatives instantly seized on the remarks, which came amid a recent spate of public protests against Trump officials inside privately owned restaurants. The latest involved White House press secretary Sarah Huckabee Sanders on Saturday, when the owner of a Lexington, Virginia, restaurant asked her to leave over the Trump administration’s “inhumane” policies.Adding to the misrepresentations Monday, Trump also appeared to accuse House Minority Leader Nancy Pelosi of supporting Waters’ remarks moments after Pelosi did exactly the opposite.In the crucial months ahead, we must strive to make America beautiful again. Trump’s daily lack of civility has provoked responses that are predictable but unacceptable. As we go forward, we must conduct elections in a way that achieves unity from sea to shining sea. https://t.co/vlpqOBLK4R— Nancy Pelosi (@NancyPelosi) June 25, 2018",1
22,"Harley Rouda for CongressDemocratic congressional candidate Harley Rouda will challenge incumbent Republican Congressman Dana Rohrabacher this November in an attempt to flip California’s 48th Congressional district from red to blue. Rouda’s competitor, stem cell scientist Hans Kierstead, has conceded the second place spot in California’s “top-two” primary to Rouda, according to Rouda’s Twitter account.The concession comes after a weekslong, and yet still unfinished, vote count by the Orange County Registrar of Voters. In the days immediately following the election, Kierstead held a narrow lead over Rouda, a real estate investor. As OC workers slowly worked their way through the ballots, Rouda gained on, and eventually surpassed, Kierstead. As of Sunday, Rouda held a 126 vote lead over Kierstead.  I just got off the phone with @drhanskeirstead. We congratulated each other on a hard fought primary and he pledged his full support to our campaign to #flipthe48th and defeat @RepRohrabacher. #ThankYouHans— Harley Rouda (@HarleyRouda) June 25, 2018As in six other Republican-held districts across California, more residents of Rohrabacher’s south Orange County district supported Hillary Clinton than Donald Trump in the 2016 election. Demographically, the district has a slight white majority, but about 40 percent of the its residents are either Latino or Asian. Its median annual household income is a healthy $89,000.Heading into the June 5 primary, many worried that California’s uncommon top-two “jungle primary”—where the top-two primary vote-getters, regardless of party, duke it out in the November general election—could conceivably have lead to Democrats getting locked out of the November general election.That didn’t happen. On June 6, Democrats let out a sigh of relief as it became clear they had avoided a lock-out in all the in-play districts. But in California’s 48th, the question of which Democrat would advance wasn’t clear until 19 days after the election.Though Rouda will likely tap broad Democratic financial support on his path to the November general election, his primary victory is basically the result a coin flip. The California State Democratic Party voted in February to endorse Keirstead, but the national Democratic Congressional Campaign Committee (DCCC) opted to spend money boosting Rouda in the days before the primary election.Incidentally, the DCCC also spent more than $100,000 boosting a lower polling Republican candidate John Gabbard, presumably to siphon votes away from another, stronger candidate Scott Baugh, to decrease the likelihood of Democrats getting shut out of the November general election, according to Open Secrets.In the primary, both Rouda and Keirstead ran on progressive platforms. If elected, Rouda has pledged to advocate for Medicare for all.",1
23,"February 21, 2018 - Washington, District of Columbia - Students from the DC area walk out of class to demand gun control legislation at a gathering outside the White House. Erin Scott/ZUMA WireFollowing the mass shooting at Marjory Stoneman Douglas High School in Parkland, Florida, earlier this month, all eyes are on the students who have garnered an unprecedented amount of national attention from their calls for gun control. In the couple of weeks since the shooting, the students have grilled politicians on live television, mocked conspiracy theorists on Twitter, and inspired hundreds of people across the country to demand action from their state legislators and from Washington.Three major national protests are already in the works and will take place over the next few months, adding to a regular stream of local activism. Here’s a look at what to expect:March 14: “Enough” national school walk outWith leadership from the Women’s March organizers, students and teachers across the country are planning “Enough“—a national school walkout scheduled for March 14.According to the event’s Facebook page, the walk out will begin at 10 a.m. in each time zone and last for 17 minutes, one minute for every victim who died in the Parkland shooting; 33,000 people have RSVP-ed on Facebook that they will attend. Dozens of schools are listed on the Enough homepage as participating.“We are not safe at school. We are not safe in our cities and towns. Congress must take meaningful action to keep us safe and pass federal gun reform legislation that address the public health crisis of gun violence,” the organizers write on the march’s homepage. “We want Congress to pay attention and take note: many of us will vote this November and many others will join in 2020.”March 24: March For Our LivesTen days later, on March 24, the “March For Our Lives” will descend on Washington, D.C. The organizing for this rally began with survivors of the Parkland shooting but now involves students nationwide. Their goal is to demand that a “comprehensive and effective bill be immediately” introduced in Congress to address gun violence. “March For Our Lives is created by, inspired by, and led by students across the country who will no longer risk their lives waiting for someone else to take action to stop the epidemic of mass school shootings that has become all too familiar,” the organizers write on their website. “In the tragic wake of the seventeen lives brutally cut short in Florida, politicians are telling us that now is not the time to talk about guns. March For Our Lives believes the time is now.” This march gained additional notoriety last week when celebrities Oprah Winfrey, Steven Spielberg, and George Clooney each promised to donate $500,000 to the march. According to the Washington Post, organizers expect nearly 500,000 attendees in Washington. There will also be dozens of sister marches across the country. April 20: National High School WalkoutOn the 19th anniversary of the Columbine shooting, another national walk out will take place—this one organized by Lane Murdock, a 15 year-old high school student in Connecticut, to protest gun violence in schools and inaction by lawmakers.Murdock created a petition on Change.org to publicize the walk-out: “Public school shootings affect communities and especially teenagers,” she wrote. “On February, 14th a High School shooting in Parkland, Florida occurred, killing 17 people. Still, POTUS has not addressed any form of gun legislation. The majority of teenagers have no right to vote, leaving our voice unheard.” Around 200,000 people have signed the petition online, committing to walk out of their schools on April 20, and teachers across the country are planning to join. According to the Hartford Courant, students will also stand in silence for 17 minutes for each victim of the tragedy. Are there other protests being planned, perhaps in your local area? Let us know below:




We may share your response with our staff and publish a selection of stories which would include your name and location. We respect your privacy. Your email address will not be published and by providing it, you agree to let us contact you regarding your response.",1
24,"Oliver Contreras/SIPA USA via APPresident Trump is finally talking about gun control three days after a mass shooting that left 17 people dead and injured at least 14 others at a high school in Parkland, Florida. The president was silent about the issue in a speech at the White House on Thursday, where he offered condolences to the families of the students and teachers murdered and said he would meet with lawmakers and others to discuss school safety. He also visited victims and their families in Broward County on Friday. On Saturday evening, Trump tweeted:Just like they don’t want to solve the DACA problem, why didn’t the Democrats pass gun control legislation when they had both the House & Senate during the Obama Administration. Because they didn’t want to, and now they just talk!— Donald J. Trump (@realDonaldTrump) February 17, 2018In terms of partisan politics, tighter gun regulations have long been much more favored by Democrats than Republicans, but two gun control measures failed to pass in the Senate in 2013, when Democrats held the majority. Last year, Trump revoked an Obama-era regulation that made it harder for people with mental illnesses to purchase guns.In the wake of the mass shooting this week, outraged students in Florida and elsewhere have demanded that politicians take action on gun control.",1
25,"Jose Luis Magana/APOne month after the massacre at Marjory Stoneman Douglas High School, students from across the country walked out of class to protest Congress’ inaction on gun violence. And as they did, Congress responded—sort of. With teenagers demonstrating outside the Capitol, both the House and Senate on Wednesday made vague efforts to deal with school safety issues, holding votes and hearings that attempted to address the matter without actually tightening gun laws.Fix this before I text my mom from under a desk #NationalSchoolWalkout pic.twitter.com/bk820wL7Kt— Nathalie Baptiste (@nhbaptiste) March 14, 2018In the House, members voted to pass the STOP School Violence Act, a bill that reauthorizes a 2001 Justice Department program designed to prevent school violence. It provides $50 million in federal funding to help schools train staff in identifying mental health issues and violent behavior; establish an anonymous reporting system; and pay for school security measures, such as metal detectors and locks. The legislation, backed by President Donald Trump, includes no gun-related provisions. And while it received overwhelming bipartisan support―only 10 members opposed it―Democrats have sharply criticized GOP lawmakers for not doing more to curtail access to guns.The bill represents the first major vote on school safety since the February shooting in Parkland, but it was not originally a reaction to the massacre. A bipartisan group of lawmakers―including Rep. Ted Deutch (D-Fla.), who represents Parkland―introduced the bill at the end of January, and it had received support from anti-school-violence groups at that time. Deutch told Politico that “it is in no way a response to Stoneman Douglas and does not address the gun violence epidemic in our country.” Following the shooting, Sen. Orrin Hatch (R-Utah) introduced companion legislation in the Senate, where it was met with similarly broad, bipartisan support.Today the House took major steps toward securing our schools by passing the STOP School Violence Act. We must put the safety of America's children FIRST by improving training and by giving schools and law enforcement better tools. A tragedy like Parkland can't happen ever again!— Donald J. Trump (@realDonaldTrump) March 14, 2018In the Senate, the Judiciary committee held a hearing Wednesday to investigate the failures of federal authorities to effectively respond to warning signs displayed by the Florida gunman. Senators took the opportunity to grill FBI Acting Deputy Director David Bowdich on the White House’s gun and school safety proposals and to ask about other potential reform measures. Bowdich―who’s held the job since the end of January, following the resignation of Andrew McCabe―seemed to leave at least some lawmakers unsatisfied.For example, Sen. Kamala Harris (D-Calif.) brought up Trump’s proposal for arming teachers and pointed to research showing that harsh school discipline often disproportionately affects students of color. When Harris asked Bowdich if the White House plan would include implicit bias training designed to prevent teachers from shooting innocent students, Bowdich said, “I never really put the two together.”Officials from the Secret Service and Bureau of Alcohol, Tobacco, Firearms, and Explosives received a similar reception from lawmakers when they failed to answer questions about the efficacy of student risk assessments and background checks for gun sales. And incredibly, none of the three executive branch representatives were familiar with the Dickey Amendment, federal legislation that prevents the Centers for Disease Control and Prevention from funding public health research into gun violence.Members of the Parkland community also weighed in at the hearing, including Stoneman Douglas teacher Katherine Posada and Ryan Petty, the father of a student killed in the shooting. Petty urged Congress to follow the example of lawmakers in Florida, where Gov. Rick Scott (R) just signed a package of bipartisan gun restrictions over the objections of the National Rifle Association. The Florida legislation established a three-day waiting period for gun sales, raised the minimum age for all gun purchases to 21, and provided $400 million for mental health services and school safety resources, such as bulletproof glass and metal detectors. Petty said he hopes to spend Thursday meeting with Senate leaders Mitch McConnell (R-Ky.) and Chuck Schumer (D-N.Y.) to discuss how the parties could find common ground on the issue.The march is on the way to the Capitol building #nationalschoolwalkout pic.twitter.com/KdeOuCnVcY— Nathalie Baptiste (@nhbaptiste) March 14, 2018Despite the calls from students and activists across the country, no gun control measures have gained any traction in Congress in the month since the Parkland shooting—repeating a pattern that has persisted since the 2012 elementary school shooting in Newtown, Connecticut. As that stalemate continues, Congress’ school safety conversations will proceed. House Majority Leader Kevin McCarthy (R-Calif.) says the House plans to hold its own oversight hearing on the FBI’s failures to investigate the Florida gunman prior to the shooting. And next week, Secretary of Education Betsy DeVos is expected to appear before two House committees to discuss the White House’s plans to address gun violence.",1
